Company ID,Country code,Country,Archive standard coding,ROE,ROA,Fixed assets ratio,Current ratio,Log total assets,Debt equity ratio,GDP pc (eur),GDP pc (PPS),GDP growth,Interest rate,Inflation rate,Public debt over GDP,Tourism intensity,ITE over GDP,Trips,Nights
1012,10,Latvia,LV,0.086696520447731,0.0538183301687241,3.31498765945435,0.332848608493805,3.17427182197571,0.658484518527985,13810,19860,3.8,-0.32905,2.9,39.2,2538.79,3.54304137847926,3888795,10752278
111,11,Lithuania,LT,0.186340793967247,0.121315680444241,1.80214202404022,0.140022680163383,3.97146129608154,0.623158276081085,14940,23520,4.2,-0.32905,3.7,39,2586.09,2.77788341606457,3933980,13487071
112,11,Lithuania,LT,0.114936888217926,0.0531325191259384,3.38496589660645,0.112015262246132,3.11551070213318,1.16321158409119,14940,23520,4.2,-0.32905,3.7,39,2586.09,2.77788341606457,3933980,13487071
113,11,Lithuania,LT,0.193770706653595,0.163316443562508,3.75505447387695,1.48384177684784,3.16753768920898,0.186473965644836,14940,23520,4.2,-0.32905,3.7,39,2586.09,2.77788341606457,3933980,13487071
114,11,Lithuania,LT,0.45884782075882,0.238452449440956,2.68823671340942,0.436955749988556,3.30776381492615,0.924273908138275,14940,23520,4.2,-0.32905,3.7,39,2586.09,2.77788341606457,3933980,13487071
115,11,Lithuania,LT,0.245922714471817,0.16600701212883,1.80643606185913,0.339259177446365,4.08302640914917,0.481399536132813,14940,23520,4.2,-0.32905,3.7,39,2586.09,2.77788341606457,3933980,13487071
116,11,Lithuania,LT,0.104780472815037,0.0654156431555748,2.34823608398438,0.350029855966568,3.16651272773743,0.601764798164368,14940,23520,4.2,-0.32905,3.7,39,2586.09,2.77788341606457,3933980,13487071
117,11,Lithuania,LT,0.330176085233688,0.160732567310333,4.08530378341675,0.414789825677872,3.88853812217712,1.05419528484344,14940,23520,4.2,-0.32905,3.7,39,2586.09,2.77788341606457,3933980,13487071
118,11,Lithuania,LT,-0.0426155515015125,-0.00853471085429192,1.68169474601746,0.113430507481098,3.47786474227905,3.99320435523987,14940,23520,4.2,-0.32905,3.7,39,2586.09,2.77788341606457,3933980,13487071
119,11,Lithuania,LT,0.0228683780878782,0.00499764457345009,0.88409024477005,0.647276699542999,3.68576717376709,3.57583117485046,14940,23520,4.2,-0.32905,3.7,39,2586.09,2.77788341606457,3933980,13487071
1110,11,Lithuania,LT,0.259184926748276,-0.137545332312584,4.95611953735352,0.140886455774307,2.76145124435425,-2.88435983657837,14940,23520,4.2,-0.32905,3.7,39,2586.09,2.77788341606457,3933980,13487071
1111,11,Lithuania,LT,0.164329335093498,0.13348363339901,3.36414170265198,1.25461256504059,3.47503399848938,0.231082260608673,14940,23520,4.2,-0.32905,3.7,39,2586.09,2.77788341606457,3933980,13487071
1112,11,Lithuania,LT,0.259842187166214,0.141709432005882,5.50223207473755,0.906004667282104,3.76739716529846,0.833626747131348,14940,23520,4.2,-0.32905,3.7,39,2586.09,2.77788341606457,3933980,13487071
121,12,Norway,NO,3.54189085960388,0.232986152172089,14.5205936431885,0.804324269294739,3.63882350921631,14.2021522521973,66950,43790,2.3,0.89,1.9,38.6,7996.7,1.63531597651906,6973158,42608147
122,12,Norway,NO,1.33923530578613,-0.250874549150467,1.52854096889496,0.391826689243317,4.10306739807129,-5.3398380279541,66950,43790,2.3,0.89,1.9,38.6,7996.7,1.63531597651906,6973158,42608147
123,12,Norway,NO,0.146285742521286,0.0833580940961838,1.2437025308609,0.409860610961914,5.69768714904785,2.06810808181763,66950,43790,2.3,0.89,1.9,38.6,7996.7,1.63531597651906,6973158,42608147
124,12,Norway,NO,0.182701647281647,0.0524421446025372,2.91956472396851,0.101388081908226,3.59260940551758,3.32009243965149,66950,43790,2.3,0.89,1.9,38.6,7996.7,1.63531597651906,6973158,42608147
125,12,Norway,NO,-0.363623797893524,-0.0342185832560062,1.35809648036957,0.382106870412827,5.66005945205689,3.91086411476135,66950,43790,2.3,0.89,1.9,38.6,7996.7,1.63531597651906,6973158,42608147
126,12,Norway,NO,0.193039029836655,0.0584646165370941,0.0820684209465981,2.95462250709534,5.7226676940918,4.59606742858887,66950,43790,2.3,0.89,1.9,38.6,7996.7,1.63531597651906,6973158,42608147
127,12,Norway,NO,0.6063192486763,0.128877207636833,10.12464427948,0.977253615856171,3.50279426574707,4.2513165473938,66950,43790,2.3,0.89,1.9,38.6,7996.7,1.63531597651906,6973158,42608147
128,12,Norway,NO,-0.290829688310623,0.0331368334591389,3.65431499481201,0.449505865573883,3.39170408248901,-20.5563316345215,66950,43790,2.3,0.89,1.9,38.6,7996.7,1.63531597651906,6973158,42608147
